cfb_candidate_id,canonical_name,paid_media_spend,votes,vote_share
1545,Eric L. Adams,94929.0,6897,0.0031521966656276653
2993,Andrew M. Cuomo,8424245.13,906614,0.4143577827767667
3034,Joseph Hernandez,9442.22,1379,0.0006302565176019356
2720,Irene Estrada,0.0,2856,0.0013053028384852272
2899,Zohran Kwame Mamdani,8899978.5,1114184,0.5092253283595323
2618,Curtis A. Sliwa,3232288.59,153749,0.07026925984393038
2903,Jim Walden,602414.0,2319,0.0010598729980557569
