AD,ED,County,EDAD Status,Event,Party/Independent Body,Office/Position Title,District Key,VoteFor,Unit Name,Tally
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),105
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),244
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),1
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),10
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),10
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),1
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),289
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,006,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Scattered,3
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,447
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,28
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,5
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),169
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),83
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),8
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),10
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),206
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,007,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Scattered,2
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,480
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,26
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,5
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),136
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),123
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),22
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),7
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),1
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),1
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),212
82,008,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),1
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,518
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,25
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,11
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),165
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),117
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),17
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),4
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),2
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),1
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),244
82,009,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,553
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,28
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,9
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),201
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),98
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),1
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),30
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),6
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),252
82,010,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),1
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,421
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,19
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,3
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),148
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),73
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),2
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),16
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),4
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),1
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),198
82,011,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,218
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,4
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,1
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),102
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),16
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),1
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),6
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),3
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),2
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),1
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),85
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,012,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Scattered,1
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,192
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,16
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,8
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),90
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),13
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),2
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),11
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),2
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),90
82,013,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,235
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,13
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,3
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),100
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),18
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),9
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),2
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),2
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),111
82,014,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,520
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,18
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,7
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),182
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),106
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),4
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),30
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),3
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),1
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),217
82,015,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,543
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,27
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,11
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),220
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),93
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),1
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),6
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),2
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),252
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,016,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Scattered,1
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,38
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,1
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,0
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),11
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),9
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),1
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),0
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),18
82,017,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,586
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,29
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,9
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),143
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),182
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),4
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),14
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),9
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),268
82,018,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,611
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,39
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,6
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),126
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),181
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),1
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),18
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),6
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),320
82,019,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,768
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,41
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,11
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),162
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),218
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),18
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),6
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),3
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),2
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),403
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),1
82,020,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Scattered,1
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,497
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,18
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,7
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),88
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),136
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),1
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),8
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),10
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),3
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),273
82,021,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,406
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,19
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Affidavit,9
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Democratic),80
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Republican),117
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Irene Estrada (Conservative),0
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Zohran Kwame Mamdani (Working Families),7
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Curtis A. Sliwa (Protect Animals),6
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Eric L. Adams (Safe&Affordable/EndAntiSemitism),0
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Joseph Hernandez (Quality of Life),0
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Andrew M. Cuomo (Fight and Deliver),221
82,022,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Jim Walden (Integrity),0
82,023,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Public Counter,404
82,023,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Manually Counted Emergency,0
82,023,Bronx,IN-PLAY,General Election 2025 - 11/04/2025,,Mayor,NYC,1,Absentee / Military,18
