week_start,candidate,pageviews,attention_share,canonical_name,candidate_spend,oppose_spend,support_spend,supportive_media_spend,total_media_activity,weekly_total_media_activity,media_share,attention_minus_media_share
2025-10-06,Eric L. Adams,24992,0.0887200695787997,Eric L. Adams,94929.0,0.0,0.0,94929.0,94929.0,3585460.6799999997,0.02647609567426633,0.06224397390453337
2025-10-06,Zohran Kwame Mamdani,157974,0.5607980262340475,Zohran Kwame Mamdani,575000.0,302500.0,167028.29,742028.29,1044528.29,3585460.6799999997,0.291323314693274,0.2694747115407735
2025-10-13,Andrew M. Cuomo,120323,0.1280218499930309,Andrew M. Cuomo,945565.66,0.0,294268.56,1239834.22,1239834.22,5820436.7299999995,0.21301395024355846,-0.08499210025052756
2025-10-13,Curtis A. Sliwa,334596,0.3560050773357394,Curtis A. Sliwa,829082.54,25000.0,250450.0,1079532.54,1104532.54,5820436.7299999995,0.18976798326953037,0.166237094066209
2025-10-13,Eric L. Adams,39286,0.0417997091065399,,0.0,0.0,0.0,0.0,0.0,,,
2025-10-13,Zohran Kwame Mamdani,445658,0.4741733635646897,Zohran Kwame Mamdani,755260.0,2334392.96,386417.01,1141677.01,3476069.9699999997,5820436.7299999995,0.5972180664869112,-0.12304470292222153
2025-10-20,Andrew M. Cuomo,208573,0.1504040739830005,Andrew M. Cuomo,45132.0,0.0,1349999.98,1395131.98,1395131.98,9175847.04,0.15204394470812801,-0.0016398707251275013
2025-10-20,Curtis A. Sliwa,469548,0.3385957536717118,Curtis A. Sliwa,513415.45,1050000.0100000002,276058.0,789473.45,1839473.4600000002,9175847.04,0.2004690631808963,0.1381266904908155
2025-10-20,Eric L. Adams,66741,0.0481276018549833,,0.0,0.0,0.0,0.0,0.0,,,
2025-10-20,Zohran Kwame Mamdani,641889,0.4628725704903043,Zohran Kwame Mamdani,1065973.5,3258826.73,1616441.37,2682414.87,5941241.6,9175847.04,0.6474869921109757,-0.18461442162067143
2025-10-27,Andrew M. Cuomo,171850,0.1205921752975858,Andrew M. Cuomo,1435177.37,606600.0,3056189.55,4491366.92,5097966.92,10585648.05,0.48159233104297283,-0.361000155745387
2025-10-27,Curtis A. Sliwa,307396,0.2157087711246825,Curtis A. Sliwa,252564.39,265158.33,0.0,252564.39,517722.72000000003,10585648.05,0.04890798537364937,0.16680078575103313
2025-10-27,Eric L. Adams,63472,0.0445401603170693,,0.0,0.0,0.0,0.0,0.0,,,
2025-10-27,Zohran Kwame Mamdani,882333,0.6191588932606622,Zohran Kwame Mamdani,1066905.0,3504106.12,398947.29000000004,1465852.29,4969958.41,10585648.05,0.46949968358337774,0.14965920967728447
2025-11-03,Andrew M. Cuomo,220542,0.161618130613878,Andrew M. Cuomo,0.0,0.0,366660.0,366660.0,366660.0,529547.51,0.6924024626232309,-0.5307843320093529
2025-11-03,Curtis A. Sliwa,282469,0.2069996269933686,Curtis A. Sliwa,100900.0,0.0,0.0,100900.0,100900.0,529547.51,0.1905400329424644,0.01645959405090419
2025-11-03,Eric L. Adams,58491,0.0428635184125306,,0.0,0.0,0.0,0.0,0.0,,,
2025-11-03,Zohran Kwame Mamdani,803085,0.5885187239802225,Zohran Kwame Mamdani,0.0,6660.0,55327.51,55327.51,61987.51,529547.51,0.11705750443430468,0.47146121954591785
