AD,ED,County,Candidate,Tally
24,028,Queens,Joseph Hernandez,0
24,028,Queens,Zohran Kwame Mamdani,159
24,029,Queens,Andrew M. Cuomo,152
24,029,Queens,Curtis A. Sliwa,42
24,029,Queens,Eric L. Adams,0
24,029,Queens,Irene Estrada,0
24,029,Queens,Jim Walden,0
24,029,Queens,Joseph Hernandez,0
24,029,Queens,Zohran Kwame Mamdani,274
24,030,Queens,Andrew M. Cuomo,189
24,030,Queens,Curtis A. Sliwa,30
24,030,Queens,Eric L. Adams,2
24,030,Queens,Irene Estrada,2
24,030,Queens,Jim Walden,0
24,030,Queens,Joseph Hernandez,0
24,030,Queens,Zohran Kwame Mamdani,227
24,031,Queens,Andrew M. Cuomo,249
24,031,Queens,Curtis A. Sliwa,59
24,031,Queens,Eric L. Adams,2
24,031,Queens,Irene Estrada,0
24,031,Queens,Jim Walden,1
24,031,Queens,Joseph Hernandez,0
24,031,Queens,Zohran Kwame Mamdani,300
24,032,Queens,Andrew M. Cuomo,140
24,032,Queens,Curtis A. Sliwa,27
24,032,Queens,Eric L. Adams,3
24,032,Queens,Irene Estrada,0
24,032,Queens,Jim Walden,0
24,032,Queens,Joseph Hernandez,0
24,032,Queens,Zohran Kwame Mamdani,267
24,033,Queens,Andrew M. Cuomo,28
24,033,Queens,Curtis A. Sliwa,3
24,033,Queens,Eric L. Adams,0
24,033,Queens,Irene Estrada,0
24,033,Queens,Jim Walden,0
24,033,Queens,Joseph Hernandez,0
24,033,Queens,Zohran Kwame Mamdani,7
24,034,Queens,Andrew M. Cuomo,60
24,034,Queens,Curtis A. Sliwa,8
24,034,Queens,Eric L. Adams,0
24,034,Queens,Irene Estrada,0
24,034,Queens,Jim Walden,0
24,034,Queens,Joseph Hernandez,0
24,034,Queens,Zohran Kwame Mamdani,134
24,035,Queens,Andrew M. Cuomo,72
24,035,Queens,Curtis A. Sliwa,10
24,035,Queens,Eric L. Adams,0
24,035,Queens,Irene Estrada,0
24,035,Queens,Jim Walden,0
24,035,Queens,Joseph Hernandez,0
24,035,Queens,Zohran Kwame Mamdani,174
24,036,Queens,Andrew M. Cuomo,186
24,036,Queens,Curtis A. Sliwa,26
24,036,Queens,Eric L. Adams,1
24,036,Queens,Irene Estrada,2
24,036,Queens,Jim Walden,0
24,036,Queens,Joseph Hernandez,1
24,036,Queens,Zohran Kwame Mamdani,370
24,037,Queens,Andrew M. Cuomo,56
24,037,Queens,Curtis A. Sliwa,16
24,037,Queens,Eric L. Adams,1
24,037,Queens,Irene Estrada,0
24,037,Queens,Jim Walden,1
24,037,Queens,Joseph Hernandez,0
24,037,Queens,Zohran Kwame Mamdani,215
24,038,Queens,Andrew M. Cuomo,239
24,038,Queens,Curtis A. Sliwa,39
24,038,Queens,Eric L. Adams,4
24,038,Queens,Irene Estrada,2
24,038,Queens,Jim Walden,1
24,038,Queens,Joseph Hernandez,0
24,038,Queens,Zohran Kwame Mamdani,520
24,039,Queens,Andrew M. Cuomo,238
24,039,Queens,Curtis A. Sliwa,45
24,039,Queens,Eric L. Adams,0
24,039,Queens,Irene Estrada,1
24,039,Queens,Jim Walden,0
24,039,Queens,Joseph Hernandez,0
24,039,Queens,Zohran Kwame Mamdani,269
24,040,Queens,Andrew M. Cuomo,118
24,040,Queens,Curtis A. Sliwa,22
24,040,Queens,Eric L. Adams,0
24,040,Queens,Irene Estrada,0
24,040,Queens,Jim Walden,0
24,040,Queens,Joseph Hernandez,0
24,040,Queens,Zohran Kwame Mamdani,237
24,041,Queens,Andrew M. Cuomo,100
24,041,Queens,Curtis A. Sliwa,27
24,041,Queens,Eric L. Adams,1
24,041,Queens,Irene Estrada,2
24,041,Queens,Jim Walden,0
24,041,Queens,Joseph Hernandez,0
24,041,Queens,Zohran Kwame Mamdani,270
24,042,Queens,Andrew M. Cuomo,86
24,042,Queens,Curtis A. Sliwa,10
24,042,Queens,Eric L. Adams,1
24,042,Queens,Irene Estrada,0
24,042,Queens,Jim Walden,0
24,042,Queens,Joseph Hernandez,0
24,042,Queens,Zohran Kwame Mamdani,330
24,043,Queens,Andrew M. Cuomo,161
24,043,Queens,Curtis A. Sliwa,62
24,043,Queens,Eric L. Adams,0
24,043,Queens,Irene Estrada,1
24,043,Queens,Jim Walden,0
24,043,Queens,Joseph Hernandez,0
24,043,Queens,Zohran Kwame Mamdani,464
24,044,Queens,Andrew M. Cuomo,40
24,044,Queens,Curtis A. Sliwa,8
24,044,Queens,Eric L. Adams,1
24,044,Queens,Irene Estrada,0
24,044,Queens,Jim Walden,0
24,044,Queens,Joseph Hernandez,0
24,044,Queens,Zohran Kwame Mamdani,365
24,045,Queens,Andrew M. Cuomo,47
24,045,Queens,Curtis A. Sliwa,4
24,045,Queens,Eric L. Adams,0
24,045,Queens,Irene Estrada,0
24,045,Queens,Jim Walden,0
24,045,Queens,Joseph Hernandez,0
24,045,Queens,Zohran Kwame Mamdani,76
24,046,Queens,Andrew M. Cuomo,198
24,046,Queens,Curtis A. Sliwa,43
24,046,Queens,Eric L. Adams,3
24,046,Queens,Irene Estrada,0
24,046,Queens,Jim Walden,1
24,046,Queens,Joseph Hernandez,0
24,046,Queens,Zohran Kwame Mamdani,445
24,047,Queens,Andrew M. Cuomo,237
24,047,Queens,Curtis A. Sliwa,36
24,047,Queens,Eric L. Adams,2
24,047,Queens,Irene Estrada,1
24,047,Queens,Jim Walden,2
24,047,Queens,Joseph Hernandez,1
24,047,Queens,Zohran Kwame Mamdani,351
24,048,Queens,Andrew M. Cuomo,235
24,048,Queens,Curtis A. Sliwa,31
24,048,Queens,Eric L. Adams,3
24,048,Queens,Irene Estrada,0
24,048,Queens,Jim Walden,0
24,048,Queens,Joseph Hernandez,0
24,048,Queens,Zohran Kwame Mamdani,325
24,049,Queens,Andrew M. Cuomo,1000
24,049,Queens,Curtis A. Sliwa,46
24,049,Queens,Eric L. Adams,0
24,049,Queens,Irene Estrada,0
24,049,Queens,Jim Walden,0
24,049,Queens,Joseph Hernandez,0
24,049,Queens,Zohran Kwame Mamdani,95
24,050,Queens,Andrew M. Cuomo,295
24,050,Queens,Curtis A. Sliwa,21
24,050,Queens,Eric L. Adams,0
24,050,Queens,Irene Estrada,0
24,050,Queens,Jim Walden,0
24,050,Queens,Joseph Hernandez,0
24,050,Queens,Zohran Kwame Mamdani,22
24,051,Queens,Andrew M. Cuomo,464
24,051,Queens,Curtis A. Sliwa,52
24,051,Queens,Eric L. Adams,2
24,051,Queens,Irene Estrada,0
24,051,Queens,Jim Walden,0
24,051,Queens,Joseph Hernandez,0
24,051,Queens,Zohran Kwame Mamdani,344
24,052,Queens,Andrew M. Cuomo,365
24,052,Queens,Curtis A. Sliwa,39
24,052,Queens,Eric L. Adams,3
24,052,Queens,Irene Estrada,0
24,052,Queens,Jim Walden,0
24,052,Queens,Joseph Hernandez,0
24,052,Queens,Zohran Kwame Mamdani,397
24,053,Queens,Andrew M. Cuomo,339
24,053,Queens,Curtis A. Sliwa,29
24,053,Queens,Eric L. Adams,9
24,053,Queens,Irene Estrada,1
24,053,Queens,Jim Walden,1
24,053,Queens,Joseph Hernandez,0
24,053,Queens,Zohran Kwame Mamdani,364
24,054,Queens,Andrew M. Cuomo,38
24,054,Queens,Curtis A. Sliwa,8
24,054,Queens,Eric L. Adams,1
24,054,Queens,Irene Estrada,0
24,054,Queens,Jim Walden,0
24,054,Queens,Joseph Hernandez,0
24,054,Queens,Zohran Kwame Mamdani,69
24,055,Queens,Andrew M. Cuomo,159
24,055,Queens,Curtis A. Sliwa,18
24,055,Queens,Eric L. Adams,1
24,055,Queens,Irene Estrada,0
24,055,Queens,Jim Walden,0
24,055,Queens,Joseph Hernandez,0
24,055,Queens,Zohran Kwame Mamdani,228
24,056,Queens,Andrew M. Cuomo,285
24,056,Queens,Curtis A. Sliwa,76
24,056,Queens,Eric L. Adams,0
24,056,Queens,Irene Estrada,1
24,056,Queens,Jim Walden,0
24,056,Queens,Joseph Hernandez,2
24,056,Queens,Zohran Kwame Mamdani,275
24,057,Queens,Andrew M. Cuomo,180
24,057,Queens,Curtis A. Sliwa,73
24,057,Queens,Eric L. Adams,2
24,057,Queens,Irene Estrada,0
24,057,Queens,Jim Walden,1
24,057,Queens,Joseph Hernandez,0
24,057,Queens,Zohran Kwame Mamdani,242
24,058,Queens,Andrew M. Cuomo,566
24,058,Queens,Curtis A. Sliwa,60
24,058,Queens,Eric L. Adams,0
24,058,Queens,Irene Estrada,0
24,058,Queens,Jim Walden,1
24,058,Queens,Joseph Hernandez,1
24,058,Queens,Zohran Kwame Mamdani,176
24,059,Queens,Andrew M. Cuomo,483
24,059,Queens,Curtis A. Sliwa,64
24,059,Queens,Eric L. Adams,0
24,059,Queens,Irene Estrada,0
24,059,Queens,Jim Walden,2
24,059,Queens,Joseph Hernandez,1
24,059,Queens,Zohran Kwame Mamdani,145
24,060,Queens,Andrew M. Cuomo,639
24,060,Queens,Curtis A. Sliwa,126
24,060,Queens,Eric L. Adams,2
24,060,Queens,Irene Estrada,1
24,060,Queens,Jim Walden,2
24,060,Queens,Joseph Hernandez,0
24,060,Queens,Zohran Kwame Mamdani,251
24,061,Queens,Andrew M. Cuomo,456
24,061,Queens,Curtis A. Sliwa,107
24,061,Queens,Eric L. Adams,1
24,061,Queens,Irene Estrada,1
24,061,Queens,Jim Walden,1
24,061,Queens,Joseph Hernandez,0
24,061,Queens,Zohran Kwame Mamdani,264
24,062,Queens,Andrew M. Cuomo,565
24,062,Queens,Curtis A. Sliwa,121
24,062,Queens,Eric L. Adams,1
24,062,Queens,Irene Estrada,4
24,062,Queens,Jim Walden,3
24,062,Queens,Joseph Hernandez,0
24,062,Queens,Zohran Kwame Mamdani,191
24,063,Queens,Andrew M. Cuomo,212
24,063,Queens,Curtis A. Sliwa,73
24,063,Queens,Eric L. Adams,1
24,063,Queens,Irene Estrada,1
24,063,Queens,Jim Walden,1
24,063,Queens,Joseph Hernandez,0
24,063,Queens,Zohran Kwame Mamdani,103
24,064,Queens,Andrew M. Cuomo,395
24,064,Queens,Curtis A. Sliwa,123
24,064,Queens,Eric L. Adams,1
24,064,Queens,Irene Estrada,2
24,064,Queens,Jim Walden,0
24,064,Queens,Joseph Hernandez,0
24,064,Queens,Zohran Kwame Mamdani,190
24,065,Queens,Andrew M. Cuomo,175
24,065,Queens,Curtis A. Sliwa,28
24,065,Queens,Eric L. Adams,1
24,065,Queens,Irene Estrada,1
24,065,Queens,Jim Walden,0
24,065,Queens,Joseph Hernandez,0
24,065,Queens,Zohran Kwame Mamdani,658
25,001,Queens,Andrew M. Cuomo,364
25,001,Queens,Curtis A. Sliwa,59
25,001,Queens,Eric L. Adams,2
25,001,Queens,Irene Estrada,1
25,001,Queens,Jim Walden,6
25,001,Queens,Joseph Hernandez,0
25,001,Queens,Zohran Kwame Mamdani,407
25,002,Queens,Andrew M. Cuomo,340
25,002,Queens,Curtis A. Sliwa,55
25,002,Queens,Eric L. Adams,3
25,002,Queens,Irene Estrada,0
25,002,Queens,Jim Walden,1
25,002,Queens,Joseph Hernandez,1
25,002,Queens,Zohran Kwame Mamdani,353
25,003,Queens,Andrew M. Cuomo,138
25,003,Queens,Curtis A. Sliwa,12
25,003,Queens,Eric L. Adams,1
25,003,Queens,Irene Estrada,0
25,003,Queens,Jim Walden,0
25,003,Queens,Joseph Hernandez,1
25,003,Queens,Zohran Kwame Mamdani,53
25,004,Queens,Andrew M. Cuomo,138
25,004,Queens,Curtis A. Sliwa,37
25,004,Queens,Eric L. Adams,3
25,004,Queens,Irene Estrada,2
25,004,Queens,Jim Walden,0
25,004,Queens,Joseph Hernandez,2
25,004,Queens,Zohran Kwame Mamdani,169
25,005,Queens,Andrew M. Cuomo,342
25,005,Queens,Curtis A. Sliwa,64
25,005,Queens,Eric L. Adams,0
25,005,Queens,Irene Estrada,1
25,005,Queens,Jim Walden,0
25,005,Queens,Joseph Hernandez,3
25,005,Queens,Zohran Kwame Mamdani,368
25,006,Queens,Andrew M. Cuomo,289
25,006,Queens,Curtis A. Sliwa,46
25,006,Queens,Eric L. Adams,1
25,006,Queens,Irene Estrada,0
25,006,Queens,Jim Walden,1
25,006,Queens,Joseph Hernandez,1
25,006,Queens,Zohran Kwame Mamdani,220
25,007,Queens,Andrew M. Cuomo,61
25,007,Queens,Curtis A. Sliwa,7
25,007,Queens,Eric L. Adams,1
25,007,Queens,Irene Estrada,0
25,007,Queens,Jim Walden,0
25,007,Queens,Joseph Hernandez,0
25,007,Queens,Zohran Kwame Mamdani,33
25,008,Queens,Andrew M. Cuomo,22
25,008,Queens,Curtis A. Sliwa,6
25,008,Queens,Eric L. Adams,0
25,008,Queens,Irene Estrada,0
25,008,Queens,Jim Walden,0
25,008,Queens,Joseph Hernandez,0
25,008,Queens,Zohran Kwame Mamdani,21
25,009,Queens,Andrew M. Cuomo,426
25,009,Queens,Curtis A. Sliwa,43
25,009,Queens,Eric L. Adams,1
25,009,Queens,Irene Estrada,2
25,009,Queens,Jim Walden,1
25,009,Queens,Joseph Hernandez,0
25,009,Queens,Zohran Kwame Mamdani,194
25,010,Queens,Andrew M. Cuomo,71
25,010,Queens,Curtis A. Sliwa,15
25,010,Queens,Eric L. Adams,0
25,010,Queens,Irene Estrada,0
25,010,Queens,Jim Walden,0
25,010,Queens,Joseph Hernandez,0
25,010,Queens,Zohran Kwame Mamdani,48
25,011,Queens,Andrew M. Cuomo,509
25,011,Queens,Curtis A. Sliwa,35
25,011,Queens,Eric L. Adams,0
25,011,Queens,Irene Estrada,0
25,011,Queens,Jim Walden,1
25,011,Queens,Joseph Hernandez,0
25,011,Queens,Zohran Kwame Mamdani,113
25,012,Queens,Andrew M. Cuomo,681
25,012,Queens,Curtis A. Sliwa,62
25,012,Queens,Eric L. Adams,0
25,012,Queens,Irene Estrada,1
25,012,Queens,Jim Walden,1
25,012,Queens,Joseph Hernandez,0
25,012,Queens,Zohran Kwame Mamdani,199
25,013,Queens,Andrew M. Cuomo,541
25,013,Queens,Curtis A. Sliwa,57
25,013,Queens,Eric L. Adams,2
25,013,Queens,Irene Estrada,2
25,013,Queens,Jim Walden,1
25,013,Queens,Joseph Hernandez,0
25,013,Queens,Zohran Kwame Mamdani,206
25,014,Queens,Andrew M. Cuomo,477
25,014,Queens,Curtis A. Sliwa,42
25,014,Queens,Eric L. Adams,3
25,014,Queens,Irene Estrada,3
25,014,Queens,Jim Walden,0
25,014,Queens,Joseph Hernandez,1
25,014,Queens,Zohran Kwame Mamdani,172
25,015,Queens,Andrew M. Cuomo,332
25,015,Queens,Curtis A. Sliwa,48
25,015,Queens,Eric L. Adams,1
25,015,Queens,Irene Estrada,0
25,015,Queens,Jim Walden,1
25,015,Queens,Joseph Hernandez,0
25,015,Queens,Zohran Kwame Mamdani,137
25,016,Queens,Andrew M. Cuomo,483
25,016,Queens,Curtis A. Sliwa,36
25,016,Queens,Eric L. Adams,1
25,016,Queens,Irene Estrada,0
25,016,Queens,Jim Walden,3
25,016,Queens,Joseph Hernandez,0
25,016,Queens,Zohran Kwame Mamdani,135
25,017,Queens,Andrew M. Cuomo,538
25,017,Queens,Curtis A. Sliwa,63
25,017,Queens,Eric L. Adams,2
25,017,Queens,Irene Estrada,1
25,017,Queens,Jim Walden,1
25,017,Queens,Joseph Hernandez,0
25,017,Queens,Zohran Kwame Mamdani,177
25,018,Queens,Andrew M. Cuomo,361
25,018,Queens,Curtis A. Sliwa,64
25,018,Queens,Eric L. Adams,2
25,018,Queens,Irene Estrada,1
25,018,Queens,Jim Walden,0
25,018,Queens,Joseph Hernandez,0
25,018,Queens,Zohran Kwame Mamdani,316
25,019,Queens,Andrew M. Cuomo,279
25,019,Queens,Curtis A. Sliwa,58
25,019,Queens,Eric L. Adams,0
25,019,Queens,Irene Estrada,0
25,019,Queens,Jim Walden,1
25,019,Queens,Joseph Hernandez,0
25,019,Queens,Zohran Kwame Mamdani,383
25,020,Queens,Andrew M. Cuomo,244
25,020,Queens,Curtis A. Sliwa,54
25,020,Queens,Eric L. Adams,0
25,020,Queens,Irene Estrada,0
25,020,Queens,Jim Walden,2
25,020,Queens,Joseph Hernandez,1
25,020,Queens,Zohran Kwame Mamdani,355
25,021,Queens,Andrew M. Cuomo,226
25,021,Queens,Curtis A. Sliwa,53
25,021,Queens,Eric L. Adams,4
25,021,Queens,Irene Estrada,0
25,021,Queens,Jim Walden,1
25,021,Queens,Joseph Hernandez,0
25,021,Queens,Zohran Kwame Mamdani,228
25,022,Queens,Andrew M. Cuomo,268
25,022,Queens,Curtis A. Sliwa,66
25,022,Queens,Eric L. Adams,1
25,022,Queens,Irene Estrada,2
25,022,Queens,Jim Walden,1
25,022,Queens,Joseph Hernandez,1
25,022,Queens,Zohran Kwame Mamdani,204
25,023,Queens,Andrew M. Cuomo,234
25,023,Queens,Curtis A. Sliwa,29
25,023,Queens,Eric L. Adams,2
25,023,Queens,Irene Estrada,0
25,023,Queens,Jim Walden,1
25,023,Queens,Joseph Hernandez,1
25,023,Queens,Zohran Kwame Mamdani,127
25,024,Queens,Andrew M. Cuomo,246
25,024,Queens,Curtis A. Sliwa,61
25,024,Queens,Eric L. Adams,1
25,024,Queens,Irene Estrada,1
25,024,Queens,Jim Walden,0
25,024,Queens,Joseph Hernandez,0
25,024,Queens,Zohran Kwame Mamdani,145
25,025,Queens,Andrew M. Cuomo,392
25,025,Queens,Curtis A. Sliwa,108
25,025,Queens,Eric L. Adams,0
25,025,Queens,Irene Estrada,3
25,025,Queens,Jim Walden,0
25,025,Queens,Joseph Hernandez,3
25,025,Queens,Zohran Kwame Mamdani,232
25,026,Queens,Andrew M. Cuomo,419
25,026,Queens,Curtis A. Sliwa,107
25,026,Queens,Eric L. Adams,1
25,026,Queens,Irene Estrada,1
25,026,Queens,Jim Walden,1
25,026,Queens,Joseph Hernandez,0
25,026,Queens,Zohran Kwame Mamdani,196
25,027,Queens,Andrew M. Cuomo,350
25,027,Queens,Curtis A. Sliwa,73
25,027,Queens,Eric L. Adams,2
25,027,Queens,Irene Estrada,0
25,027,Queens,Jim Walden,2
25,027,Queens,Joseph Hernandez,1
25,027,Queens,Zohran Kwame Mamdani,224
25,028,Queens,Andrew M. Cuomo,248
25,028,Queens,Curtis A. Sliwa,67
25,028,Queens,Eric L. Adams,2
25,028,Queens,Irene Estrada,1
25,028,Queens,Jim Walden,0
25,028,Queens,Joseph Hernandez,1
25,028,Queens,Zohran Kwame Mamdani,220
25,029,Queens,Andrew M. Cuomo,408
25,029,Queens,Curtis A. Sliwa,67
25,029,Queens,Eric L. Adams,0
25,029,Queens,Irene Estrada,3
25,029,Queens,Jim Walden,1
25,029,Queens,Joseph Hernandez,0
25,029,Queens,Zohran Kwame Mamdani,216
25,030,Queens,Andrew M. Cuomo,348
25,030,Queens,Curtis A. Sliwa,66
25,030,Queens,Eric L. Adams,1
25,030,Queens,Irene Estrada,0
25,030,Queens,Jim Walden,0
25,030,Queens,Joseph Hernandez,0
25,030,Queens,Zohran Kwame Mamdani,167
25,031,Queens,Andrew M. Cuomo,332
25,031,Queens,Curtis A. Sliwa,73
25,031,Queens,Eric L. Adams,1
25,031,Queens,Irene Estrada,3
25,031,Queens,Jim Walden,1
25,031,Queens,Joseph Hernandez,0
25,031,Queens,Zohran Kwame Mamdani,194
25,032,Queens,Andrew M. Cuomo,312
25,032,Queens,Curtis A. Sliwa,54
25,032,Queens,Eric L. Adams,2
25,032,Queens,Irene Estrada,2
25,032,Queens,Jim Walden,0
25,032,Queens,Joseph Hernandez,0
25,032,Queens,Zohran Kwame Mamdani,148
25,033,Queens,Andrew M. Cuomo,396
25,033,Queens,Curtis A. Sliwa,139
25,033,Queens,Eric L. Adams,1
25,033,Queens,Irene Estrada,1
25,033,Queens,Jim Walden,1
25,033,Queens,Joseph Hernandez,0
25,033,Queens,Zohran Kwame Mamdani,173
25,034,Queens,Andrew M. Cuomo,393
25,034,Queens,Curtis A. Sliwa,72
25,034,Queens,Eric L. Adams,4
25,034,Queens,Irene Estrada,1
25,034,Queens,Jim Walden,2
25,034,Queens,Joseph Hernandez,2
25,034,Queens,Zohran Kwame Mamdani,182
25,035,Queens,Andrew M. Cuomo,249
25,035,Queens,Curtis A. Sliwa,63
25,035,Queens,Eric L. Adams,3
25,035,Queens,Irene Estrada,0
25,035,Queens,Jim Walden,0
25,035,Queens,Joseph Hernandez,1
25,035,Queens,Zohran Kwame Mamdani,196
25,036,Queens,Andrew M. Cuomo,241
25,036,Queens,Curtis A. Sliwa,101
25,036,Queens,Eric L. Adams,1
25,036,Queens,Irene Estrada,1
25,036,Queens,Jim Walden,0
25,036,Queens,Joseph Hernandez,0
25,036,Queens,Zohran Kwame Mamdani,164
25,037,Queens,Andrew M. Cuomo,217
25,037,Queens,Curtis A. Sliwa,36
25,037,Queens,Eric L. Adams,0
25,037,Queens,Irene Estrada,0
25,037,Queens,Jim Walden,0
25,037,Queens,Joseph Hernandez,1
25,037,Queens,Zohran Kwame Mamdani,156
25,038,Queens,Andrew M. Cuomo,241
25,038,Queens,Curtis A. Sliwa,46
25,038,Queens,Eric L. Adams,1
25,038,Queens,Irene Estrada,0
25,038,Queens,Jim Walden,1
25,038,Queens,Joseph Hernandez,0
25,038,Queens,Zohran Kwame Mamdani,131
25,039,Queens,Andrew M. Cuomo,222
25,039,Queens,Curtis A. Sliwa,51
25,039,Queens,Eric L. Adams,1
25,039,Queens,Irene Estrada,3
25,039,Queens,Jim Walden,0
25,039,Queens,Joseph Hernandez,2
25,039,Queens,Zohran Kwame Mamdani,154
25,040,Queens,Andrew M. Cuomo,216
25,040,Queens,Curtis A. Sliwa,63
25,040,Queens,Eric L. Adams,0
25,040,Queens,Irene Estrada,2
25,040,Queens,Jim Walden,1
25,040,Queens,Joseph Hernandez,0
25,040,Queens,Zohran Kwame Mamdani,201
25,041,Queens,Andrew M. Cuomo,156
25,041,Queens,Curtis A. Sliwa,37
25,041,Queens,Eric L. Adams,2
25,041,Queens,Irene Estrada,2
25,041,Queens,Jim Walden,0
25,041,Queens,Joseph Hernandez,0
25,041,Queens,Zohran Kwame Mamdani,123
25,042,Queens,Andrew M. Cuomo,205
25,042,Queens,Curtis A. Sliwa,50
25,042,Queens,Eric L. Adams,0
25,042,Queens,Irene Estrada,1
25,042,Queens,Jim Walden,3
25,042,Queens,Joseph Hernandez,0
25,042,Queens,Zohran Kwame Mamdani,226
25,043,Queens,Andrew M. Cuomo,241
25,043,Queens,Curtis A. Sliwa,69
25,043,Queens,Eric L. Adams,5
25,043,Queens,Irene Estrada,0
25,043,Queens,Jim Walden,1
25,043,Queens,Joseph Hernandez,0
25,043,Queens,Zohran Kwame Mamdani,170
25,044,Queens,Andrew M. Cuomo,230
25,044,Queens,Curtis A. Sliwa,42
25,044,Queens,Eric L. Adams,0
25,044,Queens,Irene Estrada,3
25,044,Queens,Jim Walden,0
25,044,Queens,Joseph Hernandez,1
25,044,Queens,Zohran Kwame Mamdani,215
25,045,Queens,Andrew M. Cuomo,257
25,045,Queens,Curtis A. Sliwa,54
25,045,Queens,Eric L. Adams,3
25,045,Queens,Irene Estrada,3
25,045,Queens,Jim Walden,0
25,045,Queens,Joseph Hernandez,0
25,045,Queens,Zohran Kwame Mamdani,182
25,046,Queens,Andrew M. Cuomo,169
25,046,Queens,Curtis A. Sliwa,38
25,046,Queens,Eric L. Adams,1
25,046,Queens,Irene Estrada,0
25,046,Queens,Jim Walden,1
25,046,Queens,Joseph Hernandez,2
25,046,Queens,Zohran Kwame Mamdani,158
25,047,Queens,Andrew M. Cuomo,119
25,047,Queens,Curtis A. Sliwa,27
25,047,Queens,Eric L. Adams,1
25,047,Queens,Irene Estrada,4
25,047,Queens,Jim Walden,0
25,047,Queens,Joseph Hernandez,1
25,047,Queens,Zohran Kwame Mamdani,101
25,048,Queens,Andrew M. Cuomo,0
25,048,Queens,Curtis A. Sliwa,0
25,048,Queens,Eric L. Adams,0
25,048,Queens,Irene Estrada,0
25,048,Queens,Jim Walden,0
25,048,Queens,Joseph Hernandez,0
25,048,Queens,Zohran Kwame Mamdani,0
26,001,Queens,Andrew M. Cuomo,96
26,001,Queens,Curtis A. Sliwa,32
26,001,Queens,Eric L. Adams,0
26,001,Queens,Irene Estrada,0
26,001,Queens,Jim Walden,0
26,001,Queens,Joseph Hernandez,0
26,001,Queens,Zohran Kwame Mamdani,160
26,002,Queens,Andrew M. Cuomo,44
26,002,Queens,Curtis A. Sliwa,9
26,002,Queens,Eric L. Adams,1
26,002,Queens,Irene Estrada,0
26,002,Queens,Jim Walden,0
26,002,Queens,Joseph Hernandez,0
26,002,Queens,Zohran Kwame Mamdani,75
26,003,Queens,Andrew M. Cuomo,48
26,003,Queens,Curtis A. Sliwa,13
26,003,Queens,Eric L. Adams,0
26,003,Queens,Irene Estrada,0
26,003,Queens,Jim Walden,0
26,003,Queens,Joseph Hernandez,0
26,003,Queens,Zohran Kwame Mamdani,103
26,004,Queens,Andrew M. Cuomo,120
26,004,Queens,Curtis A. Sliwa,36
26,004,Queens,Eric L. Adams,0
26,004,Queens,Irene Estrada,0
26,004,Queens,Jim Walden,0
26,004,Queens,Joseph Hernandez,0
26,004,Queens,Zohran Kwame Mamdani,152
26,005,Queens,Andrew M. Cuomo,6
26,005,Queens,Curtis A. Sliwa,4
26,005,Queens,Eric L. Adams,1
26,005,Queens,Irene Estrada,0
26,005,Queens,Jim Walden,0
26,005,Queens,Joseph Hernandez,0
26,005,Queens,Zohran Kwame Mamdani,8
26,006,Queens,Andrew M. Cuomo,277
26,006,Queens,Curtis A. Sliwa,56
26,006,Queens,Eric L. Adams,1
26,006,Queens,Irene Estrada,1
26,006,Queens,Jim Walden,1
26,006,Queens,Joseph Hernandez,0
26,006,Queens,Zohran Kwame Mamdani,191
26,007,Queens,Andrew M. Cuomo,340
26,007,Queens,Curtis A. Sliwa,102
26,007,Queens,Eric L. Adams,1
26,007,Queens,Irene Estrada,4
26,007,Queens,Jim Walden,1
26,007,Queens,Joseph Hernandez,0
26,007,Queens,Zohran Kwame Mamdani,278
26,008,Queens,Andrew M. Cuomo,498
26,008,Queens,Curtis A. Sliwa,114
26,008,Queens,Eric L. Adams,1
26,008,Queens,Irene Estrada,1
26,008,Queens,Jim Walden,2
26,008,Queens,Joseph Hernandez,1
26,008,Queens,Zohran Kwame Mamdani,243
26,009,Queens,Andrew M. Cuomo,138
26,009,Queens,Curtis A. Sliwa,30
26,009,Queens,Eric L. Adams,1
26,009,Queens,Irene Estrada,3
26,009,Queens,Jim Walden,1
26,009,Queens,Joseph Hernandez,0
26,009,Queens,Zohran Kwame Mamdani,203
26,010,Queens,Andrew M. Cuomo,820
26,010,Queens,Curtis A. Sliwa,40
26,010,Queens,Eric L. Adams,3
26,010,Queens,Irene Estrada,1
26,010,Queens,Jim Walden,1
26,010,Queens,Joseph Hernandez,2
26,010,Queens,Zohran Kwame Mamdani,84
26,011,Queens,Andrew M. Cuomo,471
26,011,Queens,Curtis A. Sliwa,28
26,011,Queens,Eric L. Adams,0
26,011,Queens,Irene Estrada,0
26,011,Queens,Jim Walden,0
26,011,Queens,Joseph Hernandez,0
26,011,Queens,Zohran Kwame Mamdani,54
26,012,Queens,Andrew M. Cuomo,496
26,012,Queens,Curtis A. Sliwa,140
26,012,Queens,Eric L. Adams,5
26,012,Queens,Irene Estrada,2
26,012,Queens,Jim Walden,0
26,012,Queens,Joseph Hernandez,0
26,012,Queens,Zohran Kwame Mamdani,268
26,013,Queens,Andrew M. Cuomo,382
26,013,Queens,Curtis A. Sliwa,129
26,013,Queens,Eric L. Adams,4
26,013,Queens,Irene Estrada,0
26,013,Queens,Jim Walden,1
26,013,Queens,Joseph Hernandez,0
26,013,Queens,Zohran Kwame Mamdani,325
26,014,Queens,Andrew M. Cuomo,323
