cfb_candidate_id,canonical_name,direct_media_spend,independent_oppose_spend,independent_support_spend,votes,total_media_activity,vote_share
1545,Eric L. Adams,94929.0,0.0,190481.25,6897,285410.25,0.0031521966656276653
2993,Andrew M. Cuomo,8424245.13,1324965.3900000001,18329530.34,906614,28078740.86,0.4143577827767667
3034,Joseph Hernandez,9442.22,0.0,0.0,1379,9442.22,0.0006302565176019356
2720,Irene Estrada,0.0,0.0,0.0,2856,0.0,0.0013053028384852272
2899,Zohran Kwame Mamdani,8899978.5,17264762.69,3510454.46,1114184,29675195.650000002,0.5092253283595323
2618,Curtis A. Sliwa,3232288.59,1340158.34,789333.0,153749,5361779.93,0.07026925984393038
2903,Jim Walden,602414.0,0.0,0.0,2319,602414.0,0.0010598729980557569
